T,szG,sz1DMFGS,sz2DMFGS,sz3DMFGS
372.001,0.008998536584814532,0.050081274923485325,0.07099002920261313,0.08690817541709517
373.001,0.00897441707518018,0.049949429114521465,0.07080413176629347,0.08668197253831075
374.001,0.008950426505089731,0.04981827325674654,0.07061919887722842,0.08645693238050467
375.001,0.008926563843469848,0.049687801967593204,0.07043522309910236,0.08623304609433599
376.001,0.0089028280702102,0.04955800992013759,0.07025219707130653,0.08601030491905953
377.001,0.008879218176017917,0.04942889184238508,0.07007011350798434,0.0857887001814327
378.001,0.008855733162275226,0.04930044251656579,0.06988896519709259,0.08556822329463865
379.001,0.00883237204089804,0.049172656778442764,0.0697087449994751,0.08534886575722506
380.001,0.008809133834197902,0.04904552951662869,0.06952944584795198,0.08513061915205763
381.001,0.00878601757474523,0.04891905567191468,0.0693510607464202,0.0849134751452903
382.001,0.008763022305235624,0.04879323023660814,0.06917358276896962,0.08469742548534806
383.001,0.008740147078357352,0.04866804825388116,0.06899700505901074,0.08448246200192688
384.001,0.00871739095666138,0.048543504817128436,0.06882132082841574,0.08426857660500639
385.001,0.00869475301243361,0.04841959506933535,0.06864652335667229,0.08405576128387676
386.001,0.008672232327568474,0.04829631420245478,0.06847260599004953,0.08384400810618087
387.001,0.008649827993445436,0.048173657456794056,0.06829956214077662,0.08363330921696843
388.001,0.00862753911080616,0.04805162012041039,0.06812738528623274,0.08342365683776504
389.001,0.008605364789634612,0.04793019752851596,0.0679560689681496,0.08321504326565338
390.001,0.008583304149038795,0.047809385062891174,0.06778560679182488,0.0830074608723684
391.001,0.008561356317133728,0.04768917815130719,0.06761599242534769,0.08280090210340474
392.001,0.0085395204309269,0.04756957226695646,0.0674472195988347,0.0825953594771367
393.001,0.008517795636205222,0.04745056292789246,0.06727928210367798,0.08239082558395097
394.001,0.008496181087423532,0.04733214569647676,0.0671121737918027,0.08218729308539213
395.001,0.008474675947595045,0.04721431617883487,0.06694588857493686,0.08198475471331768
396.001,0.008453279388183244,0.047097070024319565,0.06678042042388979,0.0817832032690693
397.001,0.00843199058899563,0.04698040292498301,0.06661576336784278,0.08158263162265067
398.001,0.00841080873807909,0.04686431061505497,0.06645191149364879,0.0813830327119211
399.001,0.008389733031616164,0.046748788870430213,0.066288858945142,0.08118439954179696
400.001,0.008368762673824054,0.0466338335081625,0.06612659992245776,0.08098672518346711
401.001,0.008347896876854166,0.046519440385966226,0.06596512868136223,0.08079000277361714
402.001,0.008327134860693503,0.04640560540172456,0.06580443953259077,0.08059422551366496
403.001,0.00830647585306743,0.046292324493006326,0.06564452684119662,0.08039938666900809
404.001,0.008285919089344285,0.04617959363658769,0.06548538502590806,0.08020547956827898
405.001,0.008265463812440726,0.04606740884798244,0.06532700855849474,0.08001249760261284
406.001,0.008245109272728868,0.04595576618097791,0.06516939196314345,0.07982043422492424
407.001,0.008224854727944986,0.04584466172717838,0.06501252981584174,0.07962928294919414
408.001,0.0082046994430989,0.04573409161555414,0.06485641674377085,0.07943903734976637
409.001,0.008184642690385657,0.045624052011997734,0.06470104742470695,0.07924969106065394
410.001,0.008164683749097512,0.04551453911888592,0.06454641658643079,0.07906123777485485
411.001,0.008144821905537614,0.04540554917464801,0.06439251900614443,0.07887367124367656
412.001,0.008125056452935486,0.04529707845334052,0.06423934950989854,0.07868698527607054
413.001,0.008105386691362487,0.04518912326422764,0.0640869029720248,0.07850117373797541
414.001,0.008085811927649789,0.0450816799513675,0.0639351743145781,0.07831623055166881
